Restaurant_ID,Restaurant_Name,Cuisines,Price_for_One,Delivery_Time,Location,Rating,Delivery_review_number,,,
100516,Hotel Tom's Restaurant,"Mangalorean, Biryani, Seafood, Chinese, North Indian, Desserts, South Indian",200,25,Ashok Nagar,4.4,10000,,,
100517,Hotel Nandhin,"North Indian, Biryani, Chinese, Seafood, Tandoor, Beverages",200,35,Jayanagar,4.2,100,,,
100518,Taiki,"Japanese, Pan-Asian, Korean, Thai, Sushi, Beverages, Asian, Chinese",400,43,Jayanagar,4.1,1000,,,
100519,Barbecue by Punjab Grill,"North Indian, Kebabs, Biryani, Mughlai",450,40,FORUM REX WALK,4.9,20,,,
100520,New Krishna Bhavan (Gopika A/C),"South Indian, North Indian, Chinese, Jain, Sweets",150,37,Malleshwaram,4.3,10000,,,
100521,Go Native,"Healthy Food, Jain, North Indian, South Indian",300,34,Lavelle Road,4.4,1000,,,
100522,Savi Sagar,"South Indian, North Indian, Chinese, Beverages",75,35,Rajajinagar,4.1,1000,,,
100523,Avanthi - Aromas of Andhra,"Andhra, Biryani, Tandoor",350,47,Indiranagar,3.7,500,,,
100524,The Rice Bowl,Chinese,225,27,Lavelle Road,4.3,1000,,,
100525,KUBO,"Japanese, Asian, Chinese, Sushi, Burmese",500,43,Jayanagar,4.2,100,,,
100526,Navya Samrat,"North Indian, South Indian, Chinese, Tandoor, Beverages",250,23,Ashok Nagar,4.3,50,,,
100527,Magic Pizza,"Pizzas, Desserts",225,40,Indiranagar,3.4,50,,,
100528,New Govind Rao Military Hotel,Biryani,100,33,Majestic,3.4,1000,,,
100529,Aaliyar Ambur Dum Biryani,Indian,100,29,Brigade Road,3.3,50,,,
100530,Mudpipe Cafe,"Mexican, Continental",250,32,Cunningham Road,4.2,1000,,,
100531,Amman Parotta Plaza,South Indian,150,33,Rajajinagar,3.9,50,,,
100532,Super Spoon,"Chinese, Thai, Biryani",125,39,Malleshwaram,4,20,,,
100533,Roti Tawa Ki,"Indian, Fast Food, Thalis",100,45,Koramangala,4.3,20,,,
100534,The Dessert Heaven - Pure Veg,"Bakery, Desserts, Sweets, Ice Cream",100,43,Domlur layout,4.4,100,,,
100535,Nammura Donne Biriyani,"Indian, South Indian",175,33,Basavanagudi,2.6,100,,,
100536,JK Meridian - Jk Coastal Curry,"Snacks, Chinese, North Indian",250,32,Basavanagudi,4.1,50,,,
100537,Samosa Singh,"Snacks, North Indian, Beverages",75,35,Central Bangalore,4.3,50,,,
100538,Goli Vada Pav,"Street Food, Snacks, Fast Food",75,34,Koramangala,4.3,20,,,
100539,Paratha Box - Desi Punjabi Meals,"North Indian, Fast Food, Street Food, Arabian, Mughlai, Snacks, Beverages, Desserts",125,30,Vasanth Nagar,4.2,100,,,
100540,Azukii Bistro,"Japanese, Asian, Desserts, Pan-Asian, Bakery, Snacks",600,29,Richmond Town,4.6,100,,,
100541,Hotel Karavali Beach,"Seafood, Mangalorean, Coastal",150,31,Majestic,3.8,1000,,,
100542,Bowl 99,Indian,125,50,Indiranagar,3.5,100,,,
100543,Pure Veg Meals by Lunchbox,"Biryani, North Indian, Desserts, Beverages",100,35,Vasanth Nagar,4,100,,,
100544,Candy Cloud Factory,"Desserts, Ice Cream, Waffle, Fast Food, Beverages",125,35,Basavanagudi,3.8,50,,,
100545,Chung's Pavilion,Chinese,300,43,Indiranagar,4.4,5000,,,
100546,Pasta Street,"Italian, Pizzas, Pastas, Desserts, Beverages",450,25,Cunningham Road,4.3,5000,,,
100547,Shiv Sagar ( RS ),"Asian, Beverages, Biryani, Chinese, Continental, Desserts, South Indian",300,25,Ashok Nagar,4.1,5000,,,
100548,Shiro,"Japanese, Asian",700,47,Vittal Mallya Road,4.4,1000,,,
100549,Rosy Roti,"Home Food, North Indian, Punjabi, Snacks, Desserts",100,45,Indiranagar,4.3,1000,,,
100550,V Cafe - Meals By PVR,"Pizzas, Snacks, American",200,44,Adugodi,3.4,50,,,
100551,Shiv Sagar,Indian,125,31,Magrath Road,3.9,100,,,
100552,Sante Spa Cuisine,"Healthy Food, Continental, American, Italian, North Indian",500,48,Domlur,4.3,1000,,,
100553,Sanidhya Veg,"South Indian, Chinese, Chaat",500,28,Shanti Nagar,4.1,100,,,
100554,Pablo's Sandwiches,"Healthy Food, American, European, Bakery, Juices, Sweets, Snacks, Cafe, Fast Food, Beverages, Desserts",125,63,Koramangala,4.4,100,,,
100555,ARAKU Coffee,"Bakery, Beverages, Continental, Desserts, Healthy Food, European",250,51,Indiranagar,4.4,100,,,
100556,Sri Udupi Vaibhava,"South Indian, Chinese",100,35,Jayanagar,4,20,,,
100557,Green Cravings,"Healthy Food, Fast Food, Grill",175,33,Richmond Town,4,1000,,,
100558,HRX by EatFit,"Healthy Food, Salads, Keto",225,25,Cunningham Road,4.5,100,,,
100559,Momo Hut,"Tibetan, Chinese",100,51,Koramangala,4,1000,,,
100560,Miller's 46,"American, Continental, Steakhouse",550,31,Vasanth Nagar,4.5,5000,,,
100561,Food Paradise,"Mughlai, North Indian, Chinese",125,37,Seshadripuram,4,10000,,,
100562,Pulimunchi,"South Indian, Chinese, Biryani, Desserts",100,39,Sadashiv Nagar,4.2,500,,,
100563,Via Milano,"Italian, Pizzas, Pastas, Continental, Grill, Greek, Salads",400,30,Jayanagar,4.2,100,,,
100564,Nando's,"Portuguese, Burgers, Fast Food",175,38,Ashok Nagar,4.1,100,,,
100565,Dolci Desserts,"Desserts, Bakery, Pizzas, Salads, Pastas",300,34,Cunningham Road,4.4,1000,,,
100566,Sikandar Rolls,"North Indian, Kebabs, Beverages, Desserts",150,31,M G Road,4.5,1000,,,
100567,Trattoria By Toscano,"Italian, Pizzas, Pastas, Continental, Desserts, Bakery",300,29,Ashok Nagar,4.1,100,,,
100568,Swagat Restaurant,"Indian, Beverages, Ice Cream",175,35,Rajajinagar,4,100,,,
100569,Cold Stone Creamery,"Ice Cream, Desserts, Beverages",100,50,Rajajinagar,4.6,50,,,
100570,Millet Express,"Healthy Food, South Indian, North Indian, Biryani, Chinese, Beverages",75,40,Indiranagar,4.3,1000,,,
100571,Kebapci,"Turkish, Middle Eastern, Lebanese",300,42,Koramangala,4.3,500,,,
100572,Bodypower Cafe,"Indian, South Indian, Healthy Food, Beverages",225,39,Indiranagar,4.2,100,,,
100573,Punjab Grill,"North Indian, Kebabs, Biryani, Mughlai",450,45,Ashok Nagar,4.2,100,,,
100574,Tottos pizza,"Continental, Italian",250,33,Ashok Nagar,4.1,100,,,
100575,1947 Restaurant,"North Indian, Chinese, Desserts, Biryani",450,38,Malleshwaram,4.4,5000,,,
100576,Kabab Magic Roll,Snacks,200,39,Richmond Road,3.3,50,,,
100577,Biryani Trip - Destination Hyderabad,"Fast Food, Snacks",90,28,Seshadripuram,3.8,20,,,
100578,Mystique Palate,Fast Food,75,37,Jayanagar,4.3,1000,,,
100579,The Royal Corner - Pai Viceroy,"North Indian, Chinese",350,45,Jayanagar,4.2,1000,,,
100580,Guntur Spice,"Indian, Chinese, Beverages",250,31,Jayanagar,3.9,100,,,
100581,Thin Tony's Pizza,"Pizzas, Italian-American, Continental",600,52,Indiranagar,4.4,100,,,
100582,Chaat Street Express,"Snacks, Chaat, Street Food, North Indian, Fast Food",75,37,Koramangala,3.8,5000,,,
100583,Tandoori Taal,Indian,350,35,Ashok Nagar,4.4,1000,,,
100584,Maverick &amp; Farmer Coffee,"American, Pizzas, Snacks, Beverages",400,32,Ulsoor,4.5,500,,,
100585,Edesia by Freshmenu,"Desserts, Bakery, Fast Food",75,34,Richmond Town,3.8,100,,,
100586,Kai Pakkuvam,Biryani,100,37,Koramangala,3.7,500,,,
100587,Burger It Up,"Burgers, Beverages, Desserts, American, Cafe",75,37,Vasanth Nagar,3.2,100,,,
100588,DonBuri,"Continental, Chinese, Oriental, Asian, Healthy Food, Fast Food, Indian, Desserts",125,32,Richmond Town,4.2,20,,,
100589,Soroush Biriyani,"Biryani, Mughlai",175,35,Richmond Town,3.5,100,,,
100590,Chaatimes,"Chaat, Beverages",75,31,Ulsoor,4.2,500,,,
100591,Nammur Joint,"Snacks, Beverages, Ice Cream",100,39,Jayanagar,4.5,50,,,
100592,Shyvan Fast Food,"North Indian, Chinese",100,26,Ashok Nagar,4.3,100,,,
100593,New Kudla,"Chinese, North Indian, Seafood, South Indian",150,39,Lido Mall,3.3,500,,,
100594,DAKSHIN(Authentic Coastal Cuisine),"Coastal, Seafood, Indian, Tandoor, Biryani, Desserts, Konkan, Mangalorean",400,39,Indiranagar,5,20,,,
100595,Cupcake Bliss Cake &amp; Desserts,"Bakery, Desserts, Ice Cream, Beverages",100,33,Vasanth Nagar,3.7,100,,,
100596,Phra Nakhon,Thai,325,39,Koramangala,4.6,100,,,
100597,Kabab Biryani Corner,"Indian, Tandoor, Chinese",100,37,Richmond Road,3.1,20,,,
100598,Cream And Fudge,"Ice Cream, Desserts",100,50,Malleshwaram,2.8,20,,,
100599,Candice's Gourmet Sandwiches,"Continental, American",325,54,Indiranagar,4.6,5000,,,
100600,House of Andhra,"Andhra, Biryani, Barbecue, Beverages, Chettinad, Healthy Food, Indian, Kebabs, Meat, Snacks, Thalis",250,33,Koramangala,3.6,20,,,
100601,Chianti,"Italian, Pizzas, Salads, Pastas, Desserts",625,30,MG Road,4.4,1000,,,
100602,Maiyas Restaurants,South Indian,125,31,Jayanagar,4.3,10000,,,
100603,Crazy Pizza,"Fast Food, Italian",200,35,Magrath Road,3.8,100,,,
100604,Aalishan Restaurant &amp; Caterer,"Mughlai, North Indian",145,33,Koramangala,4.2,10000,,,
100605,Maalgaadi by Dhaba Estd 1986 Delhi,"North Indian, Indian, Biryani, Punjabi, Kebabs, Grill, Mughlai, Desserts",150,28,Forum Rex Walk,4.6,20,,,
100606,Indiana Burgers,"Burgers, American, Fast Food, Beverages, Desserts",75,32,Vasanth Nagar,3.7,100,,,
100607,The Bangalore Cafe,"North Indian, Chaat, Chinese, Pizzas, Desserts",200,40,Shanti Nagar,4.1,1000,,,
100608,Fish Land,"Seafood, North Indian, Chinese",250,25,Majestic,4.2,500,,,
100609,Tibb's Frankie,Fast Food,100,24,Shivajinagar,4.1,5000,,,
100610,Mamagoto,"Chinese, Asian, Pan-Asian, Thai, Oriental",450,55,Indiranagar,4.1,10000,,,
100611,Flying Kombucha,"Healthy Food, Beverages, Juices",100,28,MG Road,4.5,20,,,
100612,Shawarma and Grill House,Arabian,100,38,Rajajinagar,3.5,100,,,
100613,Mewar Kitchen,"North Indian, Snacks",175,41,Koramangala,4,100,,,
100614,Deja Bowl,"North Indian, Home Food, Desserts, Indian, Punjabi, Chinese",150,46,Indiranagar,4,500,,,
100615,PORTLAND GRILL &amp; CAFE,"American, European",750,41,MG Road,4.1,1000,,,
100616,The Khichadi Factory,North Indian,150,48,Indiranagar,3.9,1000,,,
100617,Hatti Kaapi - Coffee and more,"Beverages, South Indian, Snacks, Combo, Bakery",60,22,Ashok Nagar,4.3,1000,,,
100618,Apna Ghar,"Punjabi, North Indian, Thalis",100,28,Jayanagar,3.9,50,,,
100619,Zingron,Chinese,375,46,Koramangala 7th Block,4,500,,,
100620,Black Kitchen,"Kerala, Indian, Arabian",100,38,Koramangala,3.7,500,,,
100621,Salad Days,"Salads, Healthy Food, Beverages",250,44,Indiranagar,4.8,20,,,
100622,Savjis,"Maharashtrian, Biryani, Indian",300,37,Basavanagudi,3.5,50,,,
100623,UFF Urban Food Factory,"Indian, Seafood, Chinese, Snacks",150,38,Jayanagar,3.8,100,,,
100624,ZAZA Mughal Biryani,"Biryani, North Indian, Awadhi",125,23,Shanti Nagar,4.4,20,,,
100625,McCafe by McDonald's,"Beverages, Desserts",125,39,Halasuru,4.5,20,,,
100626,The Doner Company - Shawarmas &amp; More,"Middle Eastern, Lebanese, Fast Food",250,27,Central Bangalore,3.8,20,,,
100627,A Naidu's Ootada Mane,Indian,125,56,#N/A,3.1,#N/A,,,
100628,Fusion Biryani,"Biryani, Desserts",125,37,Halasuru,3.5,20,,,
100629,Love And Crumble,"Bakery, Desserts",200,44,Malleshwaram,4.8,20,,,
100630,Minus 30,"Ice Cream, Desserts, Healthy Food, Beverages",300,21,Shivajinagar,4.6,100,,,
100631,Mandarin Box,Chinese,300,21,Ashok Nagar,4.1,500,,,
100632,Patiala NH 44,"Indian, Chinese, Tandoor",250,34,Basavanagudi,3.8,1000,,,
100633,SLAY Coffee,"Cafe, Beverages, Desserts, Snacks, Pastas",100,39,Basavanagudi,4.3,1000,,,
100634,Dilli Wali Thali,"North Indian, Chinese, Tandoor",125,34,Btm Layout,3.5,100,,,
100635,Ghee Tadka Khichdi,"Indian, Home Food",150,29,Seshadripuram,4.3,20,,,
100636,Infinitea,"Italian, French, Pastas, Salads, Continental, North Indian, Beverages, Pizzas, Chinese, Mexican, Thai, European, Bakery",500,28,Ashok Nagar,4.4,5000,,,
100637,Mainland China,"Chinese, Asian, Oriental, Thai, Pan-Asian, Seafood, Desserts",425,40,Church Street,4.4,1000,,,
100638,Suzy Q by 1522,"Indian, Continental, Seafood, Asian, Chaat, Desserts",400,31,Cunningham Road,4.3,500,,,
100639,Thai House,Thai,450,54,Indiranagar,4,1000,,,
100640,Sultans of Spice,"North Indian, Chinese, Biryani",300,51,Koramangala,4.2,1000,,,
100641,Bologna Italian Restaurant,Indian,300,39,BTM Layout,4.8,20,,,
100642,Asia Seven - Sizzling Chinese,"Chinese, Asian, Pan-Asian, Thai",200,46,Malleshwaram,3.8,100,,,
100643,Olio - The Wood Fired Pizzeria,"Pizzas, Italian",150,42,Koramangala,4.2,100,,,
100644,Ammaiyar Restaurant,"Chinese, Indian, Seafood, Arabian",225,31,Frazer Town,4.3,100,,,
100645,The Bangalore Tiffanys,South Indian,100,29,Vijay Nagar,4.2,20,,,
100646,The Bier Library,"Continental, North Indian, Pizzas, American, Mexican, Italian, Beverages",300,41,Koramangala,4.5,500,,,
100647,The Momo Co.,"Chinese, Asian, Tibetan, Desserts",125,34,Adugodi,3.8,100,,,
100648,Sanchez,Mexican,600,29,Vittal Mallya Road,4.4,100,,,
100649,The Licious Kitchen,"Kebabs, Snacks, Tandoor, North Indian, Beverages",175,45,Koramangala,4.2,1000,,,
100650,Potlam Biriyani,"Chinese, Biryani",200,36,Central Bangalore,4.1,20,,,
100651,Roomali,"North Indian, Indian",500,30,Ashok Nagar,4.2,5000,,,
100652,Green Theory,"Italian, Continental, Healthy Food",500,31,Richmond Town,4.1,1000,,,
100653,HomeSe Just Veg,"South Indian, North Indian",100,31,Majestic,3.1,1000,,,
100654,Casa Fresco,"American, Italian, Continental, Pastas, Steakhouse, Pizzas, Healthy Food, Beverages",225,54,Domlur,4.3,100,,,
100655,New Fish Land,"Seafood, Chinese, Indian, South Indian",150,41,Malleshwaram,3.7,20,,,
100656,Tbk Rolls &amp; Grills,"Arabian, Beverages, Fast Food, Snacks",100,49,Koramangala,4,20,,,
100657,Parijata pure veg,South Indian,100,25,Richmond Town,4.3,100,,,
100658,ITC Fabelle Chocolates,"Bakery, Desserts",300,35,Ashok Nagar,4.1,100,,,
100659,Kund Indian Barbeque,"Mughlai, North Indian, Biryani, Kebabs, Desserts",100,48,Indiranagar,4.3,10000,,,
100660,Samrudh Veg,"South Indian, Chinese",75,38,Cunningham Road,4,100,,,
100661,Tarbouche,"Arabian, Lebanese, Turkish, Mediterranean",250,35,Koramangala,3.8,10000,,,
100662,Gam's Delicacy,"Assamese, Chinese, North Indian, Continental",400,47,Koramangala,4.5,1000,,,
100663,Little White Kitchen,"Chinese, Continental, Italian",150,29,Ashok Nagar,4.5,1000,,,
100664,Old Madras Baking Company,"Bakery, Desserts",225,16,St. Marks road,4.5,50,,,
100665,Ebony,"North Indian, Tandoor, Indian",500,32,Ashok Nagar,4.5,500,,,
100666,Coastal Machali Co,"Indian, Asian, Tandoor, Seafood, Chinese, Coastal",300,32,Residency Road,4.3,100,,,
100667,Hive Honey Cake,"Bakery, Desserts, Cafe",100,24,Shivaji Nagar,4.6,100,,,
100668,Biryani Hotel,"Biryani, Indian, Arabian",75,43,Koramangala,3.2,100,,,
100669,Sukh Sagar,"South Indian, Chinese, Beverages",125,34,Jayanagar,3.9,100,,,
100670,DA Ying Yang,Chinese,120,29,Vasanth Nagar,4.1,5000,,,
100671,Pakwan,"North Indian, Chinese, Desserts, Jain, Continental, Italian, Beverages",300,44,Sadashiva Nagar,4.1,1000,,,
100672,PVR Cafe,"Snacks, Fast Food, Beverages",125,32,Vijayanagar,3.4,100,,,
100673,The Burger Craft,Continental,300,43,Koramangala,4.2,100,,,
100674,McDonald's Gourmet Burger Collection,"Burgers, Beverages, Cafe, Desserts",300,24,MG Road,4,50,,,
100675,The Little Calicut,"South Indian, Biryani, Snacks",190,35,Koramangala,3.8,50,,,
100676,Thanco's Natural Ice Cream,"Ice Cream, Desserts",85,34,Indiranagar,4.5,50,,,
100677,Hotel Green Tara,"Chinese, Tibetan",150,37,Ashok Nagar,4.4,100,,,
100678,Labonel Fine Baking,"Bakery, Desserts",600,31,Malleshwaram,4.6,20,,,
100679,Breakfast Wala,North Indian,75,50,Indiranagar,3.9,500,,,
100680,Phobidden Fruit,"Vietnamese, Asian, Beverages",750,55,Indiranagar,4.6,1000,,,
100681,Bareerah Multicuisine Restaurant,"Chinese, Continental, Indian, Arabian",250,26,Commercial Street,4.1,1000,,,
100682,Sunny's,"European, American, Italian, Seafood, Continental, Desserts, Beverages, Pan-Asian, Japanese",1000,27,Lavelle Road,4.3,1000,,,
100683,Kaati Zone Rolls &amp; Wraps,"Fast Food, Bengali, Beverages, Desserts",75,28,Vasanth Nagar,3.6,100,,,
100684,The Kolkata Katiroll,"Snacks, Beverages, Chinese",100,51,Indiranagar,4.1,1000,,,
100685,The Ganache Factory - Cakes &amp; Desserts,"Desserts, Bakery, Ice Cream",200,27,Richmond Town,4.1,100,,,
100686,Zubaan Arabian Kitchen,"Arabian, Lebanese, Turkish",250,45,Koramangala,3.8,100,,,
100687,Eden Park,"North Indian, Chinese, Seafood, Andhra, Biryani, Desserts, Jain, Mughlai, South Indian, Coastal, Beverages",500,29,Ashok Nagar,4.3,1000,,,
100688,BMD - Burgers. Melts. Dogs : Premium Sandwiches,"American, Healthy Food, Beverages, Desserts, Continental",300,34,Cunningham Road,4.1,100,,,
100689,Sicilia Pont (Italian Restaurant ),"Pizzas, Italian, Desserts, Beverages, Snacks",150,31,Rajajinagar,4.3,100,,,
100690,Barista Coffee,"Beverages, Snacks, Desserts",175,35,Sadashiv Nagar,4,500,,,
100691,Roti Wale,"Home Food, North Indian, Thalis",150,53,Koramangala,4.5,100,,,
100692,TART Cafe,"Bakery, Desserts, Pastas",375,27,Central Bangalore,4.5,20,,,
100693,Biryani House,"Biryani, Beverages, South Indian, North Indian",125,41,Rajajinagar,3.5,20,,,
100694,Lo! - Low Carb and Keto Foods,"Healthy Food, Keto, North Indian, Continental",75,41,Indiranagar,4.3,1000,,,
100695,Toscano's Crafted Cakes and Desserts,"Desserts, Bakery",300,28,Ashok Nagar,4.3,100,,,
100696,Curry Leaves,"Coastal, Andhra, Chinese, Indian",250,41,Basavanagudi,4.1,1000,,,
100697,Udupi Sri Krishna Vaibhava,"South Indian, Chinese, Desserts",75,33,Jayanagar,4,100,,,
100698,Pabrai's Fresh and Naturelle Ice Creams,"Ice Cream, Desserts",90,20,Brigade Road,4.6,1000,,,
100699,Stories of Kitchen,North Indian,350,40,Malleshwaram,4.3,20,,,
100700,Khao Momo,"Tibetan, Nepalese, Asian, Chinese",125,46,Indiranagar,4.3,500,,,
100701,Burritos &amp; Bowls Mexican Kitchen,"Mexican, Salads",225,39,Koramangala,4.3,100,,,
100702,Burger Man,"American, Continental, Snacks",200,52,Indiranagar,4.2,100,,,
100703,Bamey's Restro Cafe,"Chinese, Thai, Nepalese",200,37,Koramangala,4.4,5000,,,
100704,Delhi Highway,"Indian, Jain, North Indian, Mughlai",550,57,Indiranagar,4,100,,,
100705,Sodabottleopenerwala,"Parsi, Indian",250,31,Lavelle Road,4.2,1000,,,
100706,The Momos And Chaap,"Indian, Beverages, Chinese",200,42,Indiranagar,4.1,100,,,
100707,Five star chicken Domlur,"Burgers, Fast Food",200,49,Domlur,3.9,100,,,
100708,Winginit,"Snacks, American, Fast Food, Beverages",125,43,Ulsoor,4.2,100,,,
100709,MiMi Chinese Takeout,"Chinese, Asian, Thai, Pan-Asian, Vietnamese, Japanese",425,39,Jayanagar,4,100,,,
100710,US Pizza,"Pizzas, Beverages, Salads, Pastas, Desserts",200,35,Shivajinagar,2.9,50,,,
100711,Frosty Crumble,"Desserts, Ice Cream, Beverages",225,22,Ashok Nagar,4.7,1000,,,
100712,Sanadige by Goldfinch,"Coastal, Mangalorean, Seafood, Goan, South Indian, North Indian, Chinese, Desserts, Beverages",600,44,Seshadripuram,4.2,100,,,
100713,Keventers Ice Cream,"Ice Cream, Desserts",100,34,Magrath Road,4.4,50,,,
100714,ATH - All Things Healthy!,"Healthy Food, Indian, Bakery, Snacks, North Indian, Keto",100,38,Indiranagar,4.3,500,,,
100715,KARIM'S- Original from Jama Masjid Delhi- 6,"Mughlai, Biryani, North Indian, Kebabs, Desserts",400,28,St Marks Road,4.1,100,,,
100716,Paratha House,North Indian,100,26,Shanti Nagar,3.8,20,,,
100717,La Fresca Pasta,"Italian, Pastas, Continental, Beverages, Pizzas",300,34,Koramangala,4.1,100,,,
100718,The Betel Leaf Co.,"Paan, Desserts, Indian, Ice Cream",100,26,Seshadripuram,4.4,1000,,,
100719,ITC Gardenia - Nutmeg The Gourmet Shop,"Bakery, Desserts",500,41,Ashok Nagar,3.8,20,,,
100720,Spiga,"Continental, Mediterranean, Pan-Asian, Healthy Food, Salads, Desserts",150,53,Indiranagar,4,500,,,
100721,Street Storyss,"Continental, Italian, Pizzas, North Indian, Asian, Mediterranean, Desserts",600,54,Indiranagar,4.4,500,,,
100722,Lucknowee,"North Indian, Biryani, Kebabs",300,50,Koramangala,4,100,,,
100723,The Green Path,Beverages,155,58,Malleshwaram,4.7,20,,,
100724,Brassa,"Mexican, Japanese, Italian, Mediterranean, Lebanese",850,28,Central Bangalore,4.4,20,,,
100725,Yumlane Pizza,"Pizzas, Beverages, Desserts, Snacks",150,44,Koramangala,3.5,1000,,,
100726,The Home Bakery,"Bakery, Desserts",100,30,Frazer Town,4.4,20,,,
100727,Ketogenic Foods,"Continental, Desserts, Healthy Food",600,37,Vasanth Nagar,4.4,100,,,
100728,ROYCE' Chocolate,Desserts,375,44,Ashok Nagar,4.9,100,,,
100729,Ghar Ki Rasoi,"Chinese, Italian, North Indian",150,47,Indiranagar,3.8,1000,,,
100730,Robin Brown Ice Cream,Desserts,125,29,Shivajinagar,4.8,100,,,
100731,Ice Cream by the Scoop,Ice Cream,75,43,Koramangala,4.3,50,,,
100732,Bearfoot Bistro,"Pizzas, Continental",150,47,Koramangala,4.2,500,,,
100733,Zed The Baker,"Desserts, Bakery, Italian",250,25,Church Street,4.2,100,,,
100734,Karnatic,"South Indian, Desserts, Kerala, Andhra, Beverages, Seafood, Hyderabadi",200,35,Church Street,4.3,500,,,
100735,Kamat Restaurant,"Chinese, North Indian, South Indian, Sweets",200,27,City Market,3.6,1000,,,
100736,Watson's,"Continental, Chinese, North Indian, Asian, European",225,37,Vasanth Nagar,3.2,500,,,
100737,The Chariot Veg Restaurant,"Chinese, South Indian, North Indian, Desserts, Punjabi",200,32,Brigade Road,3.8,500,,,
100738,RCB Bar &amp; Cafe,"Indian, Asian, Continental",375,29,Church Street,4.1,100,,,
100739,Dadi Di Rasoi,North Indian,100,26,Jayanagar,3.6,50,,,
100740,Italian BOB Pizza's,"Pizzas, Italian, Salads",300,50,Indiranagar,3.9,20,,,
100741,Brown Burger Co.,"American, Beverages, Pizzas, Snacks, Juices, Desserts",150,37,Koramangala,4,100,,,
100742,Paivihar,"Chinese, Indian",150,34,Vasanth Nagar,4.1,50,,,
100743,The IceCream Zone,"Ice Cream, Desserts, Beverages",125,31,Basavanagudi,4.8,20,,,
100744,Mama Keto Craves,"Desserts, Indian",250,34,Indiranagar,4.4,20,,,
100745,Punjab Xpress,North Indian,125,31,Tavarekere,3.6,100,,,
100746,NH1 Bowls - Highway To North,"North Indian, Punjabi, Home Food",125,21,Shanti Nagar,4.3,50,,,
100747,Zyng - Pan Asian Dining,"Pan-Asian, Chinese, Fast Food, Healthy Food, Seafood",250,41,Ulsoor,4.2,100,,,
100748,Nuage,"Continental, Desserts",400,43,Indiranagar,4.1,100,,,
100749,Prasuma Momo Kitchen,"Chinese, Asian, Snacks, Tibetan, Street Food, Japanese, Pan-Asian, Beverages",150,40,Koramangala,4.5,100,,,
100750,Havmor Havfunn Ice cream,"Ice Cream, Ice Cream Cakes, Desserts, Beverages",200,27,Basavanagudi,4,500,,,
100751,ASEAN - On The Edge,"Asian, Thai, Burmese, Vietnamese, Malaysian",500,32,Ashok Nagar,4.3,100,,,
100752, IBC (Indian Biryani Company),"Biryani, South Indian",100,40,Koramangala,4,500,,,
100753,Punjab Express,North Indian,150,39,Ulsoor,4.1,100,,,
100754,Shero Home Food - Chettinad,"South Indian, Chettinad",175,54,Rajajinagar,4.2,20,,,
100755,Shree Taaza Thindi,"South Indian, Snacks",75,44,Indiranagar,3.7,1000,,,
100756,FlavorVille,"North Indian, Chinese, Fast Food, Pizzas, Pastas",225,34,Basavanagudi,4.5,50,,,
100757,69 Dacker's Lane,"Bengali, Biryani",125,35,Indiranagar,4.1,500,,,
100758,Sriracha,"Asian, Chinese, Thai, Japanese, Indonesian, Burmese",800,27,Vittal Mallya Road,4.2,100,,,
100759,Edo - ITC Gardenia,"Japanese, Asian",500,48,Ashok Nagar,4.3,20,,,
100760,Ninhao Asian Kitchen,"Pan-Asian, Chinese, Indian, Thai",150,47,Koramangala,4,500,,,
100761,Bombay Borough,Indian,450,34,Ashok Nagar,4.4,20,,,
100762,Paandikadai-Chettinad kitchen by Salt,"Biryani, South Indian, Chettinad",200,40,Koramangala,3.7,100,,,
100763,Kouzina Kafe - The Food Court,"Bakery, Desserts, Ice Cream, Beverages",75,42,Vasanth Nagar,3.6,50,,,
100764,Biergarten Brewery &amp; Kitchen,"Continental, Pizzas, North Indian, Chinese, Asian, South Indian",375,46,Koramangala,4.3,500,,,
100765,Kachori Chowk,"Rajasthani, North Indian, Chaat",200,45,Koramangala,4.1,20,,,
100766,Giani Ice Cream,"Ice Cream, Desserts, Beverages",150,35,Jayanagar,4.5,50,,,
100767,Slurpy Shakes,"Beverages, Ice Cream, Desserts",75,33,Vasanth Nagar,3.1,50,,,
100768,Asia Kitchen By Mainland China,"Asian, Chinese, Oriental",425,35,Ashok Nagar,4.4,100,,,
100769,Cakes Joint,"Bakery, Desserts",100,39,Malleshwaram,3.9,20,,,
100770,Sea Meen Restaurant,"Seafood, Coastal, North Indian, Chinese, Tandoor",150,38,Koramangala,4.5,50,,,
100771,Big Js,Barbecue,275,40,Ulsoor,4.3,100,,,
100772,South Thindis,"South Indian, Sweets, Snacks",100,28,Basavanagudi,4.1,20,,,
100773,Skoosh Bubble Tea - No Tapioca,Beverages,150,39,Basavanagudi,3.9,50,,,
100774,Desi Dhaba North Indian Food,"North Indian, Chinese, Snacks",100,34,Koramangala,4.1,20,,,
100775,Oh! Bambai,"Street Food, Snacks, Fast Food, Pizzas, Chinese",75,50,Koramangala,3.8,100,,,
100776,India Chai Lounge,Beverages,125,37,Vasanth Nagar,3.8,20,,,
100777,Chilli &amp; Chives,"Asian, Chinese, Thai, Vietnamese",375,43,Indiranagar,4.3,100,,,
100778,Urban Solace,"American, Continental",250,36,Ulsoor,3.8,1000,,,
100779,Dhaba Co.,North Indian,325,46,Ashok Nagar,4,50,,,
100780,Spice Klub,"North Indian, Biryani, Indian",550,35,Ashok Nagar,3.5,20,,,
